iter	Passed	Remaining
396	9014	218056
397	9038	218064
398	9058	217966
399	9082	217968
400	9104	217932
401	9124	217855
402	9148	217869
403	9168	217782
404	9193	217817
405	9217	217816
406	9238	217745
407	9259	217692
408	9280	217628
409	9304	217643
410	9327	217619
411	9348	217557
412	9375	217640
413	9400	217658
414	9421	217593
415	9444	217584
416	9466	217550
417	9486	217456
418	9509	217454
419	9528	217349
420	9552	217349
421	9574	217315
422	9594	217218
423	9618	217234
424	9638	217143
425	9662	217150
426	9680	217038
427	9704	217026
428	9723	216924
429	9747	216935
430	9768	216870
431	9791	216871
432	9812	216798
433	9836	216816
434	9859	216791
435	9882	216779
436	9903	216714
437	9925	216682
438	9944	216589
439	9967	216564
440	9987	216481
441	10010	216467
442	10032	216434
443	10052	216349
444	10074	216324
445	10094	216249
446	10117	216226
447	10137	216150
448	10161	216159
449	10181	216081
450	10205	216091
451	10225	216012
452	10249	216012
453	10269	215940
454	10326	216625
455	10350	216625
456	10377	216704
457	10404	216759
458	10426	216725
459	10449	216717
460	10469	216632
461	10491	216595
462	10511	216516
463	10534	216504
464	10554	216433
465	10579	216448
466	10601	216417
467	10622	216360
468	10645	216336
469	10666	216281
470	10688	216248
471	10706	216134
472	10730	216130
473	10751	216077
474	10774	216053
475	10794	215978
476	10818	215977
477	10839	215935
478	10858	215829
479	10881	215810
480	10901	215747
481	10926	215759
482	10946	215690
483	10970	215702
484	10994	215694
485	11013	215607
486	11036	215590
487	11058	215547
488	11078	215475
489	11102	215478
490	11122	215401
491	11145	215387
492	11165	215306
493	11189	215326
494	11210	215267
495	11233	215256
496	11253	215177
497	11278	215204
498	11297	215114
499	11321	215106
500	11341	215037
501	11365	215033
502	11387	215004
503	11407	214928
504	11430	214913
505	11451	214854
506	11474	214848
507	11494	214766
508	11518	214784
509	11538	214700
510	11560	214676
511	11578	214573
512	11602	214566
513	11621	214479
514	11644	214468
515	11666	214430
516	11686	214361
517	11710	214361
518	11729	214264
519	11752	214254
520	11772	214187
521	11797	214212
522	11817	214137
523	11842	214160
524	11863	214106
525	11886	214086
526	11907	214040
527	11929	214006
528	11952	213990
529	11970	213892
530	11992	213852
531	12011	213772
532	12035	213766
533	12054	213693
534	12078	213689
535	12098	213623
536	12122	213623
537	12143	213571
538	12166	213557
539	12186	213484
540	12210	213491
541	12231	213446
542	12255	213441
543	12276	213386
544	12298	213354
545	12319	213313
546	12342	213295
547	12364	213265
548	12388	213269
549	12411	213248
550	12429	213158
551	12452	213143
552	12474	213109
553	12494	213040
554	12518	213033
555	12536	212945
556	12560	212945
557	12580	212875
558	12604	212870
559	12624	212807
560	12648	212809
561	12668	212741
562	12699	212872
563	12720	212827
564	12742	212796
565	12764	212753
566	12788	212752
567	12809	212701
568	12832	212687
569	12850	212597
570	12873	212574
571	12895	212542
572	12913	212449
573	12936	212432
574	12959	212429
575	12979	212363
576	13001	212332
577	13021	212256
578	13044	212241
579	13064	212181
580	13086	212154
581	13106	212086
582	13129	212082
583	13149	212010
584	13172	212004
585	13194	211975
586	13214	211910
587	13236	211872
588	13256	211803
589	13278	211788
590	13299	211727
591	13324	211754
592	13346	211719
593	13370	211714
594	13388	211633
595	13411	211617
596	13430	211539
597	13452	211508
598	13472	211443
599	13495	211435
600	13518	211421
601	13537	211332
602	13561	211332
603	13581	211279
604	13605	211273
605	13625	211219
606	13649	211221
607	13669	211157
608	13692	211142
609	13713	211099
610	13733	211034
611	13756	211021
612	13776	210961
613	13801	210983
614	13821	210925
615	13843	210895
616	13865	210853
617	13885	210800
618	13910	210807
619	13929	210736
620	13953	210743
621	13973	210678
622	13997	210686
623	14016	210602
624	14040	210605
625	14060	210547
626	14085	210565
627	14105	210509
628	14128	210489
629	14152	210483
630	14171	210418
631	14196	210431
632	14220	210428
633	14241	210382
634	14265	210385
635	14290	210402
636	14313	210392
637	14340	210432
638	14362	210398
639	14387	210424
640	14408	210372
641	14432	210374
642	14452	210317
643	14477	210328
644	14498	210286
645	14518	210231
646	14541	210217
647	14560	210145
648	14587	210175
649	14608	210142
650	14631	210128
651	14652	210078
652	14676	210078
653	14701	210091
654	14722	210042
655	14743	210008
656	14766	209985
657	14790	209989
658	14816	210016
659	14838	209988
660	14858	209923
661	14880	209900
662	14910	209986
663	14933	209969
664	14958	209987
665	14978	209930
666	15002	209920
667	15022	209871
668	15046	209869
669	15068	209827
670	15092	209830
671	15113	209791
672	15137	209781
673	15156	209718
674	15178	209682
675	15199	209646
676	15222	209625
677	15242	209567
678	15266	209565
679	15288	209542
680	15308	209479
681	15332	209480
682	15351	209410
683	15373	209391
684	15396	209367
685	15420	209371
686	15440	209318
687	15464	209304
688	15482	209232
689	15506	209223
690	15529	209215
691	15551	209181
692	15578	209221
693	15600	209185
694	15624	209188
695	15642	209112
696	15665	209085
697	15686	209045
698	15709	209037
699	15728	208959
700	15751	208945
701	15769	208872
702	15795	208892
703	15816	208849
704	15840	208846
705	15862	208815
706	15884	208794
707	15906	208757
708	15928	208734
709	15950	208707
710	15973	208683
711	15994	208642
712	16016	208616
713	16037	208571
714	16060	208561
715	16079	208496
716	16104	208499
717	16124	208447
718	16149	208456
719	16169	208408
720	16193	208398
721	16211	208327
722	16235	208324
723	16258	208300
724	16278	208252
725	16304	208273
726	16324	208215
727	16347	208203
728	16368	208164
729	16389	208127
730	16413	208117
731	16432	208054
732	16455	208043
733	16478	208028
734	16501	208008
735	16521	207950
736	16543	207928
737	16563	207874
738	16586	207858
739	16608	207827
740	16629	207787
741	16653	207786
742	16676	207770
743	16699	207751
744	16718	207695
745	16742	207690
746	16763	207647
747	16787	207643
748	16805	207569
749	16828	207551
750	16850	207521
751	16871	207487
752	16896	207489
753	16915	207431
754	16940	207437
755	16961	207392
756	16984	207383
757	17006	207358
758	17026	207296
759	17049	207285
760	17068	207223
761	17092	207219
762	17114	207186
763	17136	207163
764	17155	207095
765	17179	207095
766	17197	207023
767	17222	207028
768	17241	206968
769	17263	206940
770	17284	206895
771	17306	206869
772	17326	206814
773	17350	206814
774	17369	206749
775	17394	206765
776	17414	206710
777	17441	206736
778	17460	206679
779	17484	206679
780	17504	206622
781	17527	206606
782	17548	206565
783	17573	206576
784	17593	206527
785	17616	206511
786	17638	206486
787	17660	206452
788	17682	206427
789	17707	206440
790	17726	206375
791	17749	206362
792	17769	206305
793	17793	206304
794	17816	206286
795	17835	206233
796	17860	206231
797	17880	206188
798	17904	206186
799	17925	206138
800	17947	206114
801	17967	206066
802	17990	206053
803	18011	206007
804	18033	205989
805	18053	205932
806	18076	205923
807	18096	205875
808	18121	205878
809	18143	205852
810	18165	205821
811	18188	205807
812	18209	205767
813	18233	205763
814	18252	205708
815	18277	205716
816	18300	205697
817	18321	205653
818	18346	205668
819	18367	205630
820	18390	205608
821	18412	205587
822	18438	205606
823	18458	205547
824	18480	205527
825	18500	205478
826	18522	205453
827	18542	205395
828	18564	205378
829	18584	205324
830	18607	205309
831	18629	205281
832	18652	205266
833	18672	205216
834	18695	205200
835	18716	205168
836	18740	205163
837	18762	205135
838	18784	205108
839	18808	205104
840	18829	205062
841	18853	205057
842	18873	205006
843	18895	204988
844	18914	204924
845	18938	204920
846	18959	204880
847	18979	204830
848	19001	204811
849	19023	204786
850	19042	204728
851	19065	204712
852	19086	204674
853	19109	204654
854	19129	204605
855	19153	204597
856	19174	204561
857	19199	204566
858	19221	204545
859	19246	204550
860	19267	204507
861	19287	204469
862	19311	204462
863	19331	204411
864	19354	204396
865	19377	204381
866	19397	204330
867	19421	204327
868	19442	204290
869	19462	204240
870	19485	204228
871	19503	204165
872	19527	204151
873	19547	204102
874	19572	204108
875	19591	204053
876	19616	204058
877	19638	204030
878	19663	204039
879	19685	204018
880	19711	204028
881	19732	203990
882	19757	203992
883	19777	203947
884	19801	203948
885	19824	203933
886	19845	203891
887	19867	203869
888	19888	203824
889	19911	203811
890	19931	203769
891	19952	203732
892	19977	203737
893	19998	203693
894	20021	203685
895	20041	203638
896	20067	203647
897	20089	203622
898	20114	203627
899	20134	203582
900	20159	203587
901	20180	203550
902	20203	203532
903	20224	203496
904	20248	203490
905	20269	203460
906	20290	203420
907	20315	203419
908	20337	203398
909	20358	203359
910	20381	203346
911	20402	203313
912	20428	203319
913	20448	203272
914	20471	203256
915	20490	203205
916	20515	203208
917	20534	203157
918	20560	203163
919	20583	203149
920	20603	203107
921	20627	203093
922	20647	203051
923	20671	203043
924	20691	203004
925	20716	203001
926	20734	202938
927	20757	202925
928	20777	202879
929	20803	202888
930	20824	202852
931	20846	202828
932	20866	202778
933	20889	202762
934	20911	202744
935	20932	202710
936	20952	202663
937	20975	202645
938	20993	202579
939	21017	202572
940	21037	202525
941	21062	202526
942	21085	202511
943	21105	202473
944	21130	202468
945	21149	202422
946	21172	202397
947	21193	202369
948	21218	202366
949	21237	202315
950	21261	202306
951	21282	202268
952	21306	202270
953	21327	202231
954	21351	202227
955	21372	202189
956	21397	202189
957	21418	202155
958	21442	202147
959	21463	202114
960	21486	202100
961	21507	202062
962	21529	202038
963	21550	202003
964	21573	201981
965	21592	201930
966	21615	201913
967	21637	201889
968	21659	201861
969	21682	201851
970	21703	201811
971	21727	201805
972	21746	201749
973	21766	201712
974	21788	201679
975	21807	201633
976	21833	201644
977	21856	201621
978	21878	201600
979	21898	201551
980	21921	201542
981	21942	201504
982	21967	201502
983	21989	201479
984	22012	201467
985	22032	201418
986	22055	201402
987	22076	201371
988	22098	201342
989	22122	201340
990	22144	201310
991	22168	201302
992	22187	201247
993	22210	201238
994	22230	201193
995	22252	201169
996	22272	201126
997	22296	201118
998	22317	201078
999	22341	201069
1000	22362	201035
1001	22385	201023
1002	22406	200992
1003	22431	200991
1004	22452	200959
1005	22476	200951
1006	22496	200906
1007	22519	200884
1008	22538	200839
1009	22563	200836
1010	22587	200830
1011	22608	200796
1012	22634	200802
1013	22655	200770
1014	22679	200764
1015	22697	200706
1016	22721	200691
1017	22744	200677
1018	22766	200654
1019	22789	200639
1020	22809	200594
1021	22834	200597
1022	22856	200572
1023	22879	200548
1024	22899	200513
1025	22923	200501
1026	22943	200459
1027	22967	200452
1028	22987	200405
1029	23011	200402
1030	23032	200367
1031	23058	200380
1032	23082	200369
1033	23102	200325
1034	23126	200318
1035	23148	200289
1036	23172	200280
1037	23194	200258
1038	23218	200249
1039	23239	200220
1040	23260	200181
1041	23283	200165
1042	23303	200123
1043	23328	200122
1044	23347	200069
1045	23370	200054
1046	23390	200015
1047	23413	199995
1048	23434	199964
1049	23456	199940
1050	23476	199898
1051	23499	199878
1052	23521	199853
1053	23540	199807
1054	23563	199788
1055	23584	199753
1056	23607	199735
1057	23630	199716
1058	23652	199691
1059	23674	199670
1060	23692	199613
1061	23716	199603
1062	23739	199587
1063	23758	199536
1064	23782	199530
1065	23805	199511
1066	23830	199507
1067	23851	199480
1068	23874	199460
1069	23897	199443
1070	23918	199409
1071	23940	199388
1072	23960	199342
1073	23983	199325
1074	24007	199316
1075	24027	199277
1076	24051	199268
1077	24071	199226
1078	24096	199226
1079	24116	199185
1080	24140	199177
1081	24162	199150
1082	24180	199095
1083	24204	199085
1084	24228	199072
1085	24248	199037
1086	24272	199024
1087	24295	199010
1088	24317	198987
1089	24340	198965
1090	24364	198960
1091	24384	198920
1092	24407	198902
1093	24427	198861
1094	24450	198843
1095	24469	198792
1096	24492	198779
1097	24512	198735
1098	24536	198722
1099	24554	198671
1100	24577	198654
1101	24596	198599
1102	24619	198589
1103	24642	198571
1104	24662	198528
1105	24687	198526
1106	24705	198472
1107	24728	198449
1108	24748	198413
1109	24772	198401
1110	24793	198368
1111	24815	198342
1112	24838	198330
1113	24857	198283
1114	24881	198268
1115	24901	198227
1116	24925	198223
1117	24949	198212
1118	24970	198176
1119	24992	198158
1120	25016	198143
1121	25037	198110
1122	25060	198096
1123	25081	198063
1124	25100	198014
1125	25122	197994
1126	25144	197965
1127	25168	197952
1128	25190	197932
1129	25211	197899
1130	25234	197885
1131	25255	197849
1132	25277	197827
1133	25298	197791
1134	25321	197772
1135	25339	197723
1136	25362	197700
1137	25383	197667
1138	25405	197647
1139	25426	197615
1140	25449	197599
1141	25471	197574
1142	25492	197535
1143	25514	197516
1144	25536	197491
1145	25558	197464
1146	25580	197443
1147	25604	197429
1148	25626	197405
1149	25647	197372
1150	25672	197374
1151	25692	197336
1152	25715	197314
1153	25736	197280
1154	25757	197254
1155	25780	197232
1156	25803	197219
1157	25826	197201
1158	25846	197157
1159	25869	197140
1160	25887	197091
1161	25912	197087
1162	25932	197046
1163	25955	197028
1164	25975	196989
1165	25998	196972
1166	26019	196938
1167	26044	196936
1168	26063	196893
1169	26088	196886
1170	26108	196848
1171	26132	196838
1172	26152	196800
1173	26177	196801
1174	26197	196759
1175	26223	196763
1176	26243	196722
1177	26266	196706
1178	26285	196661
1179	26310	196657
1180	26330	196623
1181	26355	196618
1182	26378	196599
1183	26398	196561
1184	26420	196540
1185	26444	196525
1186	26462	196474
1187	26486	196465
1188	26505	196415
1189	26530	196417
1190	26550	196378
1191	26573	196360
1192	26596	196338
1193	26619	196323
1194	26639	196288
1195	26657	196233
1196	26681	196218
1197	26700	196173
1198	26723	196160
1199	26745	196136
1200	26765	196094
1201	26789	196082
1202	26811	196058
1203	26830	196015
1204	26854	196001
1205	26873	195961
1206	26898	195955
1207	26919	195927
1208	26942	195904
1209	26965	195887
1210	26986	195856
1211	27009	195844
1212	27031	195814
1213	27055	195805
1214	27075	195767
1215	27098	195750
1216	27120	195726
1217	27139	195681
1218	27162	195661
1219	27182	195623
1220	27205	195608
1221	27228	195587
1222	27249	195556
1223	27272	195543
1224	27293	195511
1225	27318	195508
1226	27340	195480
1227	27361	195449
1228	27381	195415
1229	27404	195395
1230	27422	195347
1231	27446	195330
1232	27465	195286
1233	27487	195265
1234	27508	195229
1235	27532	195220
1236	27552	195181
1237	27577	195184
1238	27599	195155
1239	27622	195140
1240	27642	195098
1241	27665	195085
1242	27685	195044
1243	27707	195021
1244	27729	195000
1245	27750	194963
1246	27773	194946
1247	27792	194905
1248	27816	194895
1249	27836	194857
1250	27860	194844
1251	27879	194800
1252	27904	194797
1253	27926	194772
1254	27949	194756
1255	27971	194728
1256	27994	194716
1257	28015	194682
1258	28039	194669
1259	28060	194642
1260	28084	194629
1261	28104	194591
1262	28128	194581
1263	28151	194564
1264	28173	194539
1265	28196	194524
1266	28217	194490
1267	28241	194485
1268	28266	194476
1269	28287	194451
1270	28307	194410
1271	28330	194393
1272	28351	194362
1273	28376	194360
1274	28398	194337
1275	28420	194308
1276	28444	194300
1277	28466	194276
1278	28490	194266
1279	28513	194247
1280	28532	194205
1281	28557	194201
1282	28576	194155
1283	28598	194133
1284	28619	194101
1285	28643	194087
1286	28664	194061
1287	28688	194048
1288	28707	194006
1289	28729	193982
1290	28750	193945
1291	28772	193927
1292	28794	193903
1293	28815	193867
1294	28837	193842
1295	28855	193797
1296	28879	193784
1297	28900	193752
1298	28923	193738
1299	28945	193711
1300	28969	193701
1301	28991	193676
1302	29015	193669
1303	29039	193653
1304	29063	193645
1305	29085	193620
1306	29105	193586
1307	29129	193571
1308	29148	193526
1309	29171	193512
1310	29192	193479
1311	29219	193491
1312	29238	193446
1313	29263	193440
1314	29284	193411
1315	29305	193382
1316	29325	193345
1317	29349	193331
1318	29369	193292
1319	29393	193285
1320	29413	193248
1321	29437	193234
1322	29458	193203
1323	29477	193161
1324	29500	193142
1325	29520	193110
1326	29544	193096
1327	29563	193053
1328	29588	193047
1329	29610	193025
1330	29630	192990
1331	29653	192973
1332	29673	192936
1333	29698	192929
1334	29721	192912
1335	29742	192881
1336	29766	192866
1337	29786	192833
1338	29809	192816
1339	29831	192791
1340	29855	192779
1341	29876	192752
1342	29899	192729
1343	29923	192720
1344	29942	192675
1345	29964	192654
1346	29984	192617
1347	30008	192607
1348	30030	192580
1349	30053	192566
1350	30075	192538
1351	30099	192529
1352	30118	192486
1353	30142	192477
1354	30164	192453
1355	30186	192425
1356	30209	192410
1357	30230	192379
1358	30254	192369
1359	30273	192327
1360	30296	192309
1361	30316	192269
1362	30340	192262
1363	30361	192227
1364	30384	192210
1365	30407	192192
1366	30427	192160
1367	30452	192150
1368	30474	192128
1369	30495	192101
1370	30514	192059
1371	30539	192053
1372	30561	192025
1373	30583	192005
1374	30603	191966
1375	30627	191955
1376	30648	191925
1377	30672	191917
1378	30692	191877
1379	30714	191856
1380	30736	191829
1381	30760	191820
1382	30778	191772
1383	30801	191752
1384	30820	191711
1385	30845	191704
1386	30867	191681
1387	30889	191655
1388	30908	191613
1389	30930	191589
1390	30951	191560
1391	30976	191556
1392	30997	191528
1393	31018	191495
1394	31044	191495
1395	31066	191473
1396	31091	191469
1397	31112	191440
1398	31131	191396
1399	31154	191379
1400	31178	191363
1401	31201	191350
1402	31221	191313
1403	31246	191304
1404	31265	191266
1405	31288	191246
1406	31309	191219
1407	31333	191205
1408	31353	191167
1409	31377	191159
1410	31399	191135
1411	31419	191100
1412	31443	191088
1413	31464	191056
1414	31487	191037
1415	31506	190996
1416	31529	190977
1417	31550	190947
1418	31571	190921
1419	31591	190886
1420	31617	190886
1421	31637	190846
1422	31660	190833
1423	31682	190804
1424	31701	190764
1425	31722	190735
1426	31742	190701
1427	31767	190691
1428	31787	190659
1429	31811	190643
1430	31830	190603
1431	31853	190589
1432	31875	190562
1433	31897	190540
1434	31918	190512
1435	31943	190504
1436	31964	190474
1437	31986	190453
1438	32007	190421
1439	32031	190407
1440	32054	190392
1441	32075	190363
1442	32098	190345
1443	32119	190314
1444	32144	190308
1445	32166	190284
1446	32189	190267
1447	32209	190231
1448	32232	190216
1449	32253	190181
1450	32276	190167
1451	32297	190138
1452	32318	190104
1453	32340	190083
1454	32362	190061
1455	32389	190064
1456	32413	190054
1457	32434	190023
1458	32459	190015
1459	32483	190003
1460	32504	189974
1461	32530	189974
1462	32550	189941
1463	32575	189933
1464	32595	189899
1465	32620	189892
1466	32642	189869
1467	32667	189865
1468	32691	189850
1469	32715	189841
1470	32740	189833
1471	32761	189803
1472	32785	189792
1473	32807	189765
1474	32832	189761
1475	32852	189722
1476	32877	189718
1477	32897	189683
1478	32920	189664
1479	32940	189631
1480	32963	189611
1481	32983	189578
1482	33009	189574
1483	33032	189558
1484	33056	189546
1485	33079	189530
1486	33102	189510
1487	33127	189504
1488	33149	189479
1489	33175	189477
1490	33196	189451
1491	33220	189435
1492	33240	189404
1493	33265	189397
1494	33286	189367
1495	33309	189350
1496	33329	189313
1497	33353	189302
1498	33374	189269
1499	33399	189261
1500	33422	189247
1501	33444	189224
1502	33464	189188
1503	33487	189171
1504	33507	189134
1505	33534	189139
1506	33558	189124
1507	33579	189098
1508	33605	189097
1509	33627	189069
1510	33652	189061
1511	33671	189022
1512	33695	189013
1513	33718	188993
1514	33739	188961
1515	33763	188948
1516	33786	188931
1517	33806	188898
1518	33829	188881
1519	33848	188840
1520	33872	188823
1521	33894	188803
1522	33914	188765
1523	33937	188750
1524	33956	188711
1525	33979	188689
1526	33998	188651
1527	34024	188646
1528	34043	188609
1529	34066	188592
1530	34086	188554
1531	34109	188540
1532	34133	188524
1533	34152	188486
1534	34177	188474
1535	34197	188444
1536	34222	188434
1537	34245	188418
1538	34270	188408
1539	34291	188382
1540	34315	188365
1541	34335	188335
1542	34360	188326
1543	34381	188294
1544	34402	188269
1545	34421	188229
1546	34444	188211
1547	34465	188177
1548	34487	188156
1549	34507	188120
1550	34530	188101
1551	34551	188075
1552	34570	188035
1553	34595	188026
1554	34614	187985
1555	34636	187965
1556	34654	187918
1557	34678	187904
1558	34702	187889
1559	34725	187872
1560	34747	187849
1561	34768	187818
1562	34792	187806
1563	34812	187773
1564	34836	187761
1565	34856	187728
1566	34880	187714
1567	34900	187678
1568	34926	187676
1569	34948	187652
1570	34973	187645
1571	34997	187635
1572	35022	187622
1573	35045	187604
1574	35070	187599
1575	35091	187570
1576	35113	187549
1577	35134	187520
1578	35156	187494
1579	35181	187484
1580	35199	187443
1581	35223	187427
1582	35244	187400
1583	35270	187398
1584	35294	187384
1585	35314	187350
1586	35337	187332
1587	35360	187312
1588	35383	187292
1589	35404	187263
1590	35427	187245
1591	35447	187212
1592	35471	187198
1593	35491	187165
1594	35515	187154
1595	35535	187115
1596	35558	187098
1597	35579	187069
1598	35599	187034
1599	35623	187022
1600	35643	186990
1601	35666	186970
1602	35686	186934
1603	35708	186914
1604	35730	186887
1605	35754	186876
1606	35776	186852
1607	35802	186850
1608	35825	186831
1609	35848	186813
1610	35869	186783
1611	35895	186780
1612	35917	186755
1613	35945	186763
1614	35965	186731
1615	35989	186717
1616	36010	186687
1617	36029	186647
1618	36054	186641
1619	36075	186612
1620	36098	186593
1621	36121	186575
1622	36140	186534
1623	36163	186517
1624	36183	186486
1625	36207	186468
1626	36226	186433
1627	36251	186423
1628	36271	186390
1629	36295	186376
1630	36315	186344
1631	36339	186328
1632	36359	186297
1633	36384	186286
1634	36404	186254
1635	36426	186230
1636	36446	186196
1637	36471	186186
1638	36493	186164
1639	36512	186126
1640	36536	186111
1641	36558	186087
1642	36578	186052
1643	36601	186036
1644	36622	186008
1645	36648	186001
1646	36669	185976
1647	36692	185957
1648	36713	185929
1649	36736	185908
1650	36754	185864
1651	36780	185860
1652	36805	185854
1653	36830	185843
1654	36854	185830
1655	36874	185798
1656	36898	185783
1657	36919	185756
1658	36943	185741
1659	36965	185716
1660	36985	185686
1661	37009	185673
1662	37029	185635
1663	37053	185623
1664	37074	185593
1665	37096	185574
1666	37117	185542
