iter	Passed	Remaining
1667	37141	185527
1668	37163	185507
1669	37181	185463
1670	37205	185449
1671	37226	185420
1672	37251	185409
1673	37271	185379
1674	37297	185372
1675	37318	185344
1676	37343	185335
1677	37366	185316
1678	37386	185283
1679	37409	185265
1680	37431	185241
1681	37455	185227
1682	37475	185196
1683	37499	185183
1684	37519	185150
1685	37542	185129
1686	37563	185101
1687	37587	185086
1688	37606	185049
1689	37630	185037
1690	37653	185014
1691	37676	184996
1692	37702	184992
1693	37723	184964
1694	37746	184947
1695	37766	184914
1696	37790	184900
1697	37812	184873
1698	37834	184854
1699	37855	184825
1700	37880	184815
1701	37899	184777
1702	37925	184770
1703	37945	184740
1704	37969	184723
1705	37990	184695
1706	38015	184686
1707	38036	184660
1708	38060	184645
1709	38082	184624
1710	38105	184601
1711	38129	184589
1712	38151	184565
1713	38174	184548
1714	38197	184529
1715	38219	184502
1716	38242	184486
1717	38262	184453
1718	38285	184434
1719	38305	184402
1720	38329	184385
1721	38350	184356
1722	38375	184349
1723	38394	184309
1724	38418	184298
1725	38440	184274
1726	38459	184237
1727	38484	184226
1728	38505	184196
1729	38529	184184
1730	38549	184153
1731	38573	184137
1732	38596	184116
1733	38621	184108
1734	38640	184070
1735	38664	184057
1736	38685	184031
1737	38708	184008
1738	38731	183989
1739	38751	183958
1740	38774	183940
1741	38798	183923
1742	38818	183894
1743	38842	183876
1744	38860	183837
1745	38884	183821
1746	38905	183792
1747	38927	183770
1748	38946	183732
1749	38970	183720
1750	38990	183685
1751	39014	183671
1752	39033	183633
1753	39061	183638
1754	39079	183593
1755	39101	183571
1756	39122	183545
1757	39145	183526
1758	39167	183502
1759	39191	183485
1760	39216	183477
1761	39236	183446
1762	39260	183432
1763	39280	183399
1764	39305	183386
1765	39326	183358
1766	39350	183348
1767	39371	183317
1768	39395	183303
1769	39416	183274
1770	39441	183265
1771	39460	183227
1772	39484	183213
1773	39507	183197
1774	39528	183166
1775	39551	183148
1776	39572	183119
1777	39593	183091
1778	39617	183079
1779	39637	183043
1780	39660	183028
1781	39681	182997
1782	39700	182961
1783	39725	182950
1784	39745	182916
1785	39769	182904
1786	39789	182869
1787	39813	182855
1788	39832	182818
1789	39854	182796
1790	39872	182756
1791	39894	182731
1792	39914	182698
1793	39937	182679
1794	39956	182644
1795	39979	182625
1796	40001	182602
1797	40025	182587
1798	40045	182551
1799	40067	182528
1800	40086	182492
1801	40110	182480
1802	40130	182446
1803	40154	182432
1804	40177	182411
1805	40199	182389
1806	40220	182359
1807	40244	182347
1808	40265	182317
1809	40289	182305
1810	40310	182278
1811	40335	182266
1812	40358	182247
1813	40378	182214
1814	40402	182200
1815	40422	182166
1816	40445	182148
1817	40466	182121
1818	40490	182108
1819	40511	182078
1820	40535	182066
1821	40554	182028
1822	40577	182008
1823	40596	181971
1824	40618	181948
1825	40638	181917
1826	40662	181900
1827	40682	181870
1828	40706	181852
1829	40728	181833
1830	40750	181809
1831	40775	181797
1832	40798	181778
1833	40817	181740
1834	40839	181719
1835	40861	181693
1836	40879	181656
1837	40904	181644
1838	40925	181614
1839	40949	181601
1840	40968	181567
1841	40992	181552
1842	41017	181538
1843	41037	181508
1844	41062	181497
1845	41082	181467
1846	41105	181445
1847	41126	181421
1848	41153	181416
1849	41175	181393
1850	41196	181366
1851	41219	181349
1852	41238	181313
1853	41262	181295
1854	41281	181259
1855	41306	181249
1856	41327	181221
1857	41352	181212
1858	41372	181182
1859	41396	181165
1860	41415	181127
1861	41437	181106
1862	41460	181088
1863	41489	181093
1864	41511	181069
1865	41533	181048
1866	41553	181016
1867	41577	180998
1868	41598	180971
1869	41620	180947
1870	41642	180923
1871	41662	180893
1872	41685	180873
1873	41705	180842
1874	41728	180823
1875	41750	180800
1876	41772	180776
1877	41792	180744
1878	41815	180726
1879	41834	180688
1880	41859	180677
1881	41880	180651
1882	41903	180630
1883	41923	180598
1884	41945	180576
1885	41966	180548
1886	41990	180533
1887	42014	180519
1888	42035	180493
1889	42059	180476
1890	42079	180445
1891	42103	180431
1892	42124	180403
1893	42149	180393
1894	42171	180371
1895	42193	180344
1896	42216	180327
1897	42238	180302
1898	42261	180283
1899	42281	180254
1900	42307	180244
1901	42325	180207
1902	42349	180189
1903	42368	180156
1904	42393	180143
1905	42412	180110
1906	42435	180090
1907	42454	180051
1908	42479	180043
1909	42498	180008
1910	42522	179992
1911	42544	179966
1912	42567	179950
1913	42585	179910
1914	42610	179898
1915	42632	179875
1916	42660	179875
1917	42681	179850
1918	42706	179837
1919	42725	179801
1920	42747	179780
1921	42767	179746
1922	42791	179732
1923	42813	179708
1924	42832	179674
1925	42856	179659
1926	42874	179620
1927	42899	179608
1928	42920	179579
1929	42943	179560
1930	42962	179527
1931	42985	179504
1932	43004	179472
1933	43029	179458
1934	43050	179432
1935	43078	179436
1936	43098	179401
1937	43118	179370
1938	43143	179359
1939	43165	179338
1940	43187	179315
1941	43209	179291
1942	43243	179317
1943	43266	179299
1944	43287	179270
1945	43307	179237
1946	43332	179228
1947	43352	179197
1948	43376	179181
1949	43397	179154
1950	43417	179123
1951	43442	179110
1952	43464	179086
1953	43485	179062
1954	43508	179041
1955	43528	179009
1956	43552	178993
1957	43576	178979
1958	43598	178955
1959	43617	178922
1960	43640	178900
1961	43660	178868
1962	43683	178850
1963	43703	178819
1964	43728	178809
1965	43748	178778
1966	43772	178761
1967	43793	178735
1968	43819	178725
1969	43841	178703
1970	43861	178673
1971	43884	178652
1972	43904	178621
1973	43928	178607
1974	43948	178576
1975	43974	178568
1976	43995	178539
1977	44019	178525
1978	44038	178491
1979	44061	178471
1980	44081	178440
1981	44106	178430
1982	44131	178419
1983	44156	178407
1984	44183	178403
1985	44206	178384
1986	44230	178370
1987	44257	178363
1988	44279	178341
1989	44303	178329
1990	44329	178318
1991	44351	178295
1992	44379	178298
1993	44404	178285
1994	44426	178263
1995	44453	178258
1996	44475	178237
1997	44498	178218
1998	44521	178196
1999	44549	178196
2000	44570	178170
2001	44594	178155
2002	44616	178132
2003	44641	178121
2004	44663	178096
2005	44689	178087
2006	44708	178055
2007	44731	178034
2008	44752	178007
2009	44776	177992
2010	44798	177968
2011	44821	177950
2012	44841	177917
2013	44866	177907
2014	44890	177891
2015	44910	177860
2016	44935	177849
2017	44962	177842
2018	44984	177820
2019	45009	177808
2020	45031	177787
2021	45056	177775
2022	45078	177752
2023	45105	177747
2024	45129	177730
2025	45152	177712
2026	45175	177694
2027	45202	177688
2028	45224	177667
2029	45249	177654
2030	45269	177622
2031	45295	177615
2032	45317	177591
2033	45337	177562
2034	45364	177555
2035	45387	177539
2036	45413	177530
2037	45434	177502
2038	45459	177490
2039	45481	177465
2040	45506	177454
2041	45527	177429
2042	45552	177415
2043	45573	177389
2044	45598	177375
2045	45621	177357
2046	45643	177332
2047	45668	177320
2048	45694	177314
2049	45721	177308
2050	45742	177282
2051	45766	177268
2052	45791	177253
2053	45818	177252
2054	45838	177220
2055	45863	177206
2056	45884	177181
2057	45909	177170
2058	45932	177149
2059	45953	177122
2060	45980	177118
2061	46004	177101
2062	46024	177069
2063	46046	177046
2064	46067	177020
2065	46093	177009
2066	46116	176990
2067	46139	176971
2068	46164	176958
2069	46186	176937
2070	46210	176920
2071	46232	176898
2072	46258	176888
2073	46280	176866
2074	46309	176869
2075	46334	176855
2076	46356	176832
2077	46382	176824
2078	46404	176801
2079	46432	176798
2080	46454	176776
2081	46480	176767
2082	46502	176746
2083	46524	176723
2084	46549	176709
2085	46570	176680
2086	46596	176674
2087	46621	176660
2088	46645	176646
2089	46668	176627
2090	46690	176601
2091	46714	176587
2092	46735	176559
2093	46763	176557
2094	46788	176545
2095	46810	176520
2096	46835	176510
2097	46855	176478
2098	46880	176467
2099	46902	176444
2100	46929	176436
2101	46949	176408
2102	46976	176400
2103	46999	176382
2104	47023	176366
2105	47044	176337
2106	47068	176321
2107	47089	176296
2108	47112	176275
2109	47133	176247
2110	47157	176230
2111	47176	176198
2112	47200	176179
2113	47220	176151
2114	47245	176137
2115	47264	176103
2116	47286	176080
2117	47308	176054
2118	47333	176043
2119	47353	176013
2120	47376	175993
2121	47398	175968
2122	47420	175945
2123	47442	175922
2124	47464	175898
2125	47488	175880
2126	47508	175849
2127	47530	175826
2128	47554	175812
2129	47577	175791
2130	47598	175765
2131	47622	175747
2132	47643	175721
2133	47666	175699
2134	47688	175676
2135	47712	175661
2136	47733	175634
2137	47753	175602
2138	47777	175584
2139	47797	175553
2140	47820	175536
2141	47843	175514
2142	47863	175483
2143	47886	175466
2144	47905	175430
2145	47927	175405
2146	47947	175376
2147	47970	175357
2148	47991	175327
2149	48013	175304
2150	48032	175271
2151	48057	175259
2152	48082	175244
2153	48104	175223
2154	48129	175208
2155	48153	175194
2156	48182	175194
2157	48205	175175
2158	48230	175162
2159	48252	175138
2160	48277	175124
2161	48297	175094
2162	48320	175074
2163	48341	175046
2164	48365	175030
2165	48386	175002
2166	48411	174992
2167	48439	174991
2168	48465	174982
2169	48487	174956
2170	48512	174944
2171	48534	174919
2172	48559	174906
2173	48579	174878
2174	48605	174868
2175	48629	174851
2176	48650	174823
2177	48674	174808
2178	48695	174782
2179	48720	174767
2180	48742	174744
2181	48767	174730
2182	48787	174699
2183	48810	174679
2184	48836	174672
2185	48863	174666
2186	48885	174641
2187	48908	174623
2188	48932	174606
2189	48955	174586
2190	48976	174557
2191	49000	174540
2192	49021	174516
2193	49045	174497
2194	49065	174466
2195	49087	174444
2196	49107	174413
2197	49131	174397
2198	49153	174373
2199	49177	174357
2200	49201	174339
2201	49222	174312
2202	49246	174294
2203	49267	174269
2204	49292	174256
2205	49312	174226
2206	49336	174208
2207	49360	174192
2208	49381	174165
2209	49404	174146
2210	49428	174128
2211	49447	174093
2212	49469	174069
2213	49490	174043
2214	49510	174014
2215	49533	173994
2216	49558	173979
2217	49580	173957
2218	49601	173928
2219	49624	173910
2220	49645	173882
2221	49670	173870
2222	49690	173838
2223	49714	173821
2224	49736	173796
2225	49759	173779
2226	49780	173751
2227	49805	173737
2228	49826	173710
2229	49850	173695
2230	49874	173676
2231	49893	173643
2232	49917	173627
2233	49938	173598
2234	49963	173587
2235	49983	173557
2236	50008	173542
2237	50031	173524
2238	50051	173491
2239	50073	173470
2240	50094	173443
2241	50119	173429
2242	50140	173403
2243	50165	173386
2244	50183	173351
2245	50206	173330
2246	50227	173303
2247	50250	173284
2248	50270	173252
2249	50294	173237
2250	50315	173211
2251	50334	173176
2252	50360	173164
2253	50382	173142
2254	50405	173121
2255	50426	173093
2256	50450	173079
2257	50470	173047
2258	50495	173033
2259	50513	172997
2260	50537	172981
2261	50561	172962
2262	50582	172938
2263	50607	172922
2264	50628	172896
2265	50653	172885
2266	50673	172851
2267	50698	172838
2268	50718	172808
2269	50742	172794
2270	50761	172758
2271	50784	172739
2272	50803	172704
2273	50825	172680
2274	50845	172652
2275	50872	172643
2276	50892	172614
2277	50916	172597
2278	50937	172568
2279	50962	172558
2280	50985	172537
2281	51006	172511
2282	51031	172495
2283	51050	172462
2284	51074	172446
2285	51097	172427
2286	51122	172413
2287	51144	172389
2288	51167	172367
2289	51192	172354
2290	51212	172326
2291	51235	172306
2292	51257	172280
2293	51283	172271
2294	51303	172242
2295	51328	172226
2296	51347	172195
2297	51373	172184
2298	51394	172157
2299	51417	172138
2300	51439	172113
2301	51458	172078
2302	51483	172065
2303	51504	172039
2304	51527	172017
2305	51545	171982
2306	51568	171962
2307	51590	171938
2308	51610	171908
2309	51635	171894
2310	51657	171871
2311	51678	171844
2312	51702	171827
2313	51723	171800
2314	51747	171782
2315	51769	171759
2316	51789	171731
2317	51812	171711
2318	51834	171686
2319	51856	171663
2320	51876	171633
2321	51901	171620
2322	51921	171590
2323	51945	171571
2324	51964	171539
2325	51986	171516
2326	52007	171489
2327	52030	171467
2328	52049	171435
2329	52074	171421
2330	52095	171394
2331	52120	171379
2332	52141	171355
2333	52162	171326
2334	52186	171309
2335	52205	171278
2336	52231	171266
2337	52253	171242
2338	52279	171231
2339	52300	171207
2340	52326	171194
2341	52345	171162
2342	52370	171149
2343	52393	171126
2344	52414	171100
2345	52435	171076
2346	52455	171043
2347	52478	171025
2348	52499	170998
2349	52523	170980
2350	52542	170946
2351	52567	170934
2352	52590	170912
2353	52609	170880
2354	52632	170859
2355	52650	170824
2356	52674	170807
2357	52694	170776
2358	52720	170764
2359	52738	170731
2360	52762	170712
2361	52782	170682
2362	52805	170662
2363	52826	170635
2364	52850	170617
2365	52872	170596
2366	52892	170564
2367	52917	170551
2368	52938	170523
2369	52962	170506
2370	52982	170477
2371	53006	170462
2372	53027	170434
2373	53050	170415
2374	53072	170391
2375	53096	170374
2376	53116	170343
2377	53139	170324
2378	53159	170292
2379	53181	170270
2380	53198	170232
2381	53222	170215
2382	53243	170187
2383	53267	170169
2384	53285	170133
2385	53309	170115
2386	53331	170094
2387	53350	170059
2388	53374	170044
2389	53395	170017
2390	53417	169992
2391	53441	169974
2392	53462	169949
2393	53481	169917
2394	53503	169894
2395	53523	169864
2396	53548	169848
2397	53569	169823
2398	53594	169808
2399	53615	169782
2400	53638	169761
2401	53658	169730
2402	53681	169712
2403	53702	169686
2404	53726	169668
2405	53748	169644
2406	53771	169624
2407	53789	169589
2408	53818	169587
2409	53840	169563
2410	53861	169537
2411	53883	169515
2412	53903	169483
2413	53926	169462
2414	53945	169432
2415	53970	169418
2416	53992	169392
2417	54015	169374
2418	54035	169344
2419	54059	169326
2420	54078	169293
2421	54102	169278
2422	54126	169258
2423	54149	169239
2424	54170	169214
2425	54193	169191
2426	54213	169163
2427	54237	169146
2428	54259	169122
2429	54283	169105
2430	54303	169076
2431	54327	169057
2432	54348	169033
2433	54373	169018
2434	54392	168986
2435	54417	168970
2436	54440	168950
2437	54460	168921
2438	54485	168907
2439	54507	168884
2440	54526	168850
2441	54551	168836
2442	54573	168814
2443	54593	168784
2444	54617	168767
2445	54639	168742
2446	54662	168723
2447	54685	168701
2448	54709	168684
2449	54730	168660
2450	54752	168634
2451	54776	168619
2452	54799	168598
2453	54820	168573
2454	54846	168561
2455	54867	168534
2456	54890	168513
2457	54909	168480
2458	54932	168462
2459	54953	168435
2460	54977	168417
2461	54997	168387
2462	55021	168370
2463	55039	168333
2464	55063	168318
2465	55084	168290
2466	55107	168272
2467	55129	168247
2468	55153	168231
2469	55177	168212
2470	55198	168186
2471	55223	168173
2472	55248	168156
2473	55268	168128
2474	55292	168111
2475	55314	168086
2476	55338	168069
2477	55361	168050
2478	55383	168027
2479	55405	168003
2480	55429	167987
2481	55454	167973
2482	55478	167954
2483	55498	167924
2484	55520	167903
2485	55540	167872
2486	55563	167853
2487	55583	167824
2488	55609	167810
2489	55629	167780
2490	55655	167769
2491	55677	167746
2492	55700	167728
2493	55723	167705
2494	55745	167682
2495	55770	167669
2496	55791	167643
2497	55812	167616
2498	55837	167602
2499	55858	167574
2500	55882	167558
2501	55903	167531
2502	55927	167513
2503	55948	167486
2504	55971	167467
2505	55993	167443
2506	56012	167411
2507	56034	167389
2508	56055	167361
2509	56078	167343
2510	56097	167310
2511	56121	167291
2512	56142	167264
2513	56166	167248
2514	56186	167218
2515	56209	167197
2516	56230	167173
2517	56256	167159
2518	56274	167125
2519	56300	167114
2520	56321	167088
2521	56344	167067
2522	56365	167041
2523	56387	167018
2524	56407	166988
2525	56430	166968
2526	56453	166948
2527	56473	166919
2528	56496	166899
2529	56516	166867
2530	56539	166849
2531	56561	166825
2532	56586	166809
2533	56608	166788
2534	56629	166760
2535	56654	166745
2536	56673	166715
2537	56697	166697
2538	56720	166675
2539	56741	166649
2540	56766	166634
2541	56786	166606
2542	56810	166587
2543	56831	166561
2544	56855	166544
2545	56875	166514
2546	56899	166499
2547	56919	166468
2548	56943	166450
2549	56963	166422
2550	56983	166394
2551	57007	166377
2552	57026	166345
2553	57052	166333
2554	57074	166309
2555	57098	166291
2556	57119	166266
2557	57140	166239
2558	57166	166226
2559	57185	166195
2560	57210	166180
2561	57233	166160
2562	57255	166137
2563	57276	166111
2564	57301	166096
2565	57321	166068
2566	57347	166054
2567	57368	166028
2568	57392	166011
2569	57413	165984
2570	57435	165961
2571	57456	165935
2572	57482	165922
2573	57502	165893
2574	57526	165877
2575	57548	165854
2576	57574	165842
2577	57594	165814
2578	57619	165797
2579	57640	165772
2580	57666	165759
2581	57685	165727
2582	57708	165707
2583	57730	165684
2584	57753	165665
2585	57772	165632
2586	57796	165614
2587	57815	165581
2588	57838	165561
2589	57858	165533
2590	57884	165522
2591	57904	165492
2592	57926	165469
2593	57948	165444
2594	57972	165428
2595	57993	165402
2596	58018	165387
2597	58039	165360
2598	58064	165345
2599	58085	165321
2600	58111	165307
2601	58133	165285
2602	58154	165258
2603	58173	165225
2604	58196	165207
2605	58218	165183
2606	58238	165153
2607	58262	165135
2608	58283	165110
2609	58306	165090
2610	58326	165061
2611	58351	165045
2612	58371	165018
2613	58396	165003
2614	58417	164975
2615	58439	164952
2616	58458	164922
2617	58482	164903
2618	58503	164877
2619	58526	164857
2620	58546	164828
2621	58571	164813
2622	58590	164781
2623	58613	164760
2624	58635	164736
2625	58657	164713
2626	58677	164686
2627	58702	164671
2628	58723	164644
2629	58747	164626
2630	58768	164601
2631	58793	164585
2632	58813	164555
2633	58836	164538
2634	58856	164508
2635	58879	164488
2636	58900	164461
2637	58923	164442
2638	58943	164411
2639	58967	164394
2640	58986	164363
2641	59009	164341
2642	59030	164316
2643	59054	164299
2644	59074	164268
2645	59097	164248
2646	59118	164222
2647	59144	164209
2648	59168	164193
2649	59188	164165
2650	59212	164145
2651	59233	164121
2652	59258	164106
2653	59278	164077
2654	59302	164058
2655	59322	164029
2656	59345	164009
2657	59366	163982
2658	59386	163954
2659	59409	163935
2660	59432	163915
2661	59454	163890
2662	59476	163868
2663	59497	163841
2664	59523	163828
2665	59545	163807
2666	59571	163793
2667	59594	163773
2668	59614	163744
2669	59640	163732
2670	59661	163705
2671	59684	163685
2672	59703	163655
2673	59726	163633
2674	59746	163605
2675	59771	163588
2676	59790	163558
2677	59815	163543
2678	59835	163515
2679	59859	163496
2680	59879	163469
2681	59904	163452
2682	59923	163421
2683	59947	163402
2684	59969	163379
2685	59989	163351
2686	60014	163336
2687	60034	163308
2688	60059	163293
2689	60079	163265
2690	60103	163247
2691	60126	163225
2692	60145	163193
2693	60168	163175
2694	60192	163155
2695	60215	163134
2696	60239	163118
2697	60260	163091
2698	60289	163087
2699	60308	163055
2700	60332	163037
2701	60352	163009
2702	60376	162990
2703	60397	162965
2704	60418	162939
2705	60441	162919
2706	60461	162891
2707	60485	162874
2708	60509	162856
2709	60531	162832
2710	60554	162811
2711	60576	162787
2712	60596	162759
2713	60620	162742
2714	60642	162717
2715	60666	162701
2716	60688	162676
2717	60712	162659
2718	60731	162627
2719	60754	162606
2720	60773	162576
2721	60798	162561
2722	60819	162536
2723	60843	162516
2724	60866	162496
2725	60893	162487
2726	60918	162471
2727	60941	162449
2728	60962	162425
2729	60985	162404
2730	61004	162373
2731	61029	162357
2732	61051	162336
2733	61072	162309
2734	61097	162292
2735	61118	162266
2736	61142	162249
2737	61160	162216
2738	61187	162205
2739	61207	162177
2740	61230	162156
2741	61249	162126
2742	61274	162110
2743	61295	162083
2744	61319	162067
2745	61339	162039
2746	61363	162020
2747	61386	161999
2748	61405	161969
2749	61429	161950
2750	61452	161930
2751	61474	161906
2752	61498	161887
2753	61518	161860
2754	61541	161838
2755	61562	161814
2756	61587	161798
2757	61606	161767
2758	61631	161750
2759	61652	161726
2760	61676	161708
2761	61696	161680
2762	61719	161659
2763	61741	161636
2764	61762	161609
2765	61786	161592
2766	61808	161567
2767	61832	161550
2768	61855	161530
2769	61878	161508
2770	61899	161483
2771	61922	161462
2772	61942	161433
2773	61967	161419
2774	61988	161394
2775	62012	161374
2776	62034	161352
2777	62060	161338
2778	62080	161311
2779	62104	161293
2780	62125	161267
2781	62150	161250
2782	62174	161232
2783	62194	161205
2784	62218	161186
2785	62238	161158
2786	62261	161137
2787	62284	161118
2788	62307	161097
2789	62332	161081
2790	62352	161052
2791	62375	161032
2792	62393	161000
2793	62417	160981
2794	62438	160956
2795	62464	160942
2796	62485	160916
2797	62510	160901
2798	62530	160873
2799	62555	160856
2800	62576	160832
2801	62601	160816
2802	62620	160786
2803	62646	160770
2804	62667	160746
2805	62690	160725
2806	62709	160694
2807	62734	160678
2808	62755	160652
2809	62780	160638
2810	62804	160620
2811	62825	160594
2812	62849	160575
2813	62870	160549
2814	62895	160534
2815	62916	160509
2816	62942	160494
2817	62962	160467
2818	62987	160452
2819	63010	160430
2820	63034	160412
2821	63056	160388
2822	63078	160367
2823	63099	160340
2824	63122	160320
2825	63145	160298
2826	63170	160282
2827	63192	160261
2828	63213	160235
2829	63237	160215
2830	63258	160191
2831	63284	160176
2832	63306	160155
2833	63331	160137
2834	63350	160107
2835	63374	160090
2836	63397	160069
2837	63418	160042
2838	63440	160020
2839	63464	160001
2840	63484	159972
2841	63510	159959
2842	63529	159929
2843	63554	159914
2844	63577	159892
2845	63597	159866
2846	63617	159837
2847	63643	159822
2848	63666	159804
2849	63687	159778
2850	63711	159760
2851	63734	159738
2852	63758	159720
2853	63781	159699
2854	63801	159670
2855	63826	159654
2856	63849	159634
2857	63870	159607
2858	63894	159590
2859	63913	159559
2860	63937	159541
2861	63958	159516
2862	63983	159499
2863	64002	159469
2864	64024	159446
2865	64043	159416
2866	64067	159396
2867	64086	159368
2868	64109	159346
2869	64131	159322
2870	64155	159303
2871	64177	159282
2872	64197	159254
2873	64221	159234
2874	64244	159215
2875	64268	159196
2876	64288	159168
2877	64312	159149
2878	64331	159118
2879	64354	159098
2880	64374	159069
2881	64398	159052
2882	64417	159020
2883	64440	159000
2884	64460	158973
2885	64484	158953
2886	64504	158925
2887	64527	158906
2888	64546	158875
2889	64572	158860
2890	64593	158836
2891	64617	158818
2892	64638	158792
2893	64662	158774
2894	64683	158749
2895	64709	158734
2896	64729	158706
2897	64752	158686
2898	64773	158660
2899	64798	158643
2900	64819	158618
2901	64842	158599
2902	64862	158570
2903	64888	158556
2904	64909	158530
2905	64932	158510
2906	64953	158483
2907	64975	158461
2908	64995	158434
2909	65019	158414
2910	65041	158391
2911	65063	158369
2912	65085	158345
2913	65108	158325
2914	65128	158297
2915	65153	158280
2916	65172	158251
2917	65195	158230
2918	65216	158204
2919	65241	158188
2920	65260	158156
2921	65284	158139
2922	65307	158118
2923	65328	158092
2924	65351	158073
2925	65372	158047
2926	65396	158027
2927	65419	158007
2928	65439	157980
2929	65464	157963
2930	65487	157942
2931	65508	157917
2932	65536	157908
2933	65560	157890
2934	65583	157870
2935	65607	157852
2936	65629	157828
2937	65652	157806
2938	65672	157780
2939	65696	157761
2940	65718	157736
2941	65742	157718
2942	65761	157689
2943	65785	157670
2944	65808	157649
2945	65830	157625
2946	65854	157608
2947	65874	157580
2948	65896	157557
2949	65915	157527
2950	65941	157512
2951	65964	157492
2952	65985	157467
2953	66010	157451
2954	66031	157426
2955	66055	157407
2956	66075	157379
2957	66106	157377
2958	66127	157352
2959	66151	157334
2960	66170	157303
2961	66194	157284
2962	66217	157263
2963	66235	157230
2964	66261	157216
2965	66284	157196
2966	66303	157167
2967	66327	157148
2968	66347	157120
2969	66370	157098
2970	66390	157070
2971	66412	157048
2972	66433	157022
2973	66458	157005
2974	66477	156975
2975	66502	156959
2976	66525	156938
2977	66546	156914
2978	66571	156897
2979	66591	156870
2980	66615	156851
2981	66640	156835
2982	66665	156818
2983	66686	156792
2984	66709	156773
2985	66731	156750
2986	66753	156726
2987	66778	156710
2988	66798	156682
2989	66820	156660
2990	66842	156637
2991	66865	156614
2992	66885	156586
2993	66908	156567
2994	66929	156541
2995	66953	156522
2996	66971	156490
2997	66995	156471
2998	67016	156445
2999	67040	156427
3000	67060	156400
3001	67085	156383
3002	67107	156359
3003	67131	156342
3004	67152	156317
3005	67174	156292
3006	67200	156279
3007	67222	156255
3008	67245	156235
3009	67268	156214
3010	67291	156193
3011	67316	156178
3012	67338	156153
3013	67362	156136
3014	67384	156113
3015	67408	156093
3016	67431	156073
3017	67452	156047
3018	67476	156029
3019	67497	156003
3020	67520	155982
3021	67543	155962
3022	67566	155941
3023	67587	155915
3024	67609	155892
3025	67628	155863
3026	67653	155846
3027	67674	155820
3028	67693	155791
3029	67718	155775
3030	67740	155752
3031	67760	155723
3032	67784	155704
3033	67804	155677
3034	67827	155655
3035	67849	155633
3036	67872	155612
3037	67894	155589
3038	67918	155570
3039	67939	155546
3040	67963	155527
3041	67985	155503
3042	68009	155486
3043	68032	155464
3044	68056	155446
3045	68077	155421
3046	68103	155406
3047	68126	155384
3048	68148	155362
3049	68169	155336
3050	68192	155315
3051	68214	155292
3052	68235	155267
3053	68260	155251
3054	68282	155228
3055	68309	155215
3056	68330	155191
3057	68356	155176
3058	68375	155147
3059	68400	155130
3060	68420	155103
3061	68444	155084
3062	68466	155060
3063	68491	155045
3064	68513	155022
3065	68538	155006
3066	68559	154980
3067	68585	154966
3068	68605	154937
3069	68629	154919
3070	68649	154892
3071	68673	154874
3072	68695	154849
3073	68720	154833
3074	68744	154815
3075	68765	154789
3076	68791	154774
3077	68811	154748
3078	68836	154732
3079	68857	154705
3080	68881	154686
3081	68902	154661
3082	68925	154641
3083	68946	154614
3084	68970	154596
3085	68992	154573
3086	69015	154552
3087	69035	154525
3088	69061	154510
3089	69082	154486
3090	69108	154470
3091	69127	154441
3092	69151	154423
3093	69171	154394
3094	69194	154373
3095	69213	154344
3096	69237	154325
3097	69257	154297
3098	69281	154280
3099	69303	154255
3100	69328	154238
3101	69350	154215
3102	69373	154195
3103	69393	154168
3104	69417	154149
3105	69440	154127
3106	69464	154108
3107	69484	154081
3108	69507	154061
3109	69529	154038
3110	69551	154014
3111	69576	153997
3112	69599	153976
3113	69618	153948
3114	69642	153929
3115	69664	153905
3116	69688	153886
3117	69708	153860
3118	69731	153837
3119	69751	153811
3120	69774	153790
3121	69794	153763
3122	69819	153746
3123	69842	153724
3124	69861	153694
3125	69886	153677
3126	69907	153654
3127	69931	153634
3128	69952	153609
3129	69975	153587
3130	69996	153562
3131	70019	153541
3132	70038	153513
3133	70064	153497
3134	70085	153472
3135	70109	153453
3136	70129	153426
3137	70152	153404
3138	70174	153382
3139	70197	153361
3140	70217	153333
3141	70241	153316
3142	70265	153296
3143	70285	153269
3144	70309	153250
3145	70330	153225
3146	70354	153205
3147	70373	153176
3148	70396	153155
3149	70416	153127
3150	70440	153109
3151	70461	153083
3152	70486	153066
3153	70506	153040
3154	70531	153024
3155	70552	152997
3156	70576	152979
3157	70598	152955
3158	70617	152927
3159	70642	152910
3160	70664	152887
3161	70689	152870
3162	70712	152849
3163	70735	152827
3164	70754	152797
3165	70777	152778
3166	70797	152749
3167	70821	152730
3168	70840	152702
3169	70865	152684
3170	70886	152660
3171	70910	152641
3172	70930	152614
3173	70955	152597
3174	70978	152574
3175	71001	152554
3176	71021	152528
3177	71045	152509
3178	71068	152487
3179	71089	152462
3180	71113	152444
3181	71135	152420
3182	71157	152397
3183	71179	152375
3184	71204	152357
3185	71225	152332
3186	71249	152313
3187	71269	152285
3188	71292	152264
3189	71314	152241
3190	71336	152219
3191	71355	152189
3192	71379	152170
3193	71399	152143
3194	71423	152124
3195	71445	152101
3196	71468	152079
3197	71489	152053
3198	71512	152033
3199	71534	152011
3200	71558	151991
3201	71583	151975
3202	71608	151959
3203	71628	151930
3204	71655	151917
3205	71674	151888
3206	71697	151868
3207	71721	151848
3208	71742	151824
3209	71767	151806
3210	71785	151775
3211	71810	151757
3212	71829	151729
3213	71854	151712
3214	71874	151685
3215	71898	151666
3216	71919	151641
3217	71943	151622
3218	71964	151596
3219	71988	151577
3220	72008	151550
