iter	Logloss
136	0.3094020357
137	0.3092933783
138	0.3091978989
139	0.3091219876
140	0.3090424664
141	0.3089303168
142	0.3088359322
143	0.3087485768
144	0.3086590046
145	0.3085929059
146	0.3085014238
147	0.3084159892
148	0.3083495882
149	0.3082329057
150	0.3081496996
151	0.3080717084
152	0.3079982405
153	0.3079234984
154	0.3078142208
155	0.3077587842
156	0.3076644412
157	0.3075873517
158	0.3075193381
159	0.3074117587
160	0.3073176353
161	0.3071907782
162	0.3071025473
163	0.307016055
164	0.3069527412
165	0.3068572104
166	0.3067739961
167	0.3066952607
168	0.3066179341
169	0.3064990547
170	0.3064313141
171	0.3063459458
172	0.3062261
173	0.3061401566
174	0.3060489694
175	0.305956371
176	0.3058762127
177	0.3058118629
178	0.3057428683
179	0.3056375826
180	0.3055719914
181	0.3055055122
182	0.3054257165
183	0.3053464547
184	0.3052700636
185	0.3051850481
186	0.3051058779
187	0.3050218464
188	0.3049456454
189	0.3048667935
190	0.3048082554
191	0.3047266729
192	0.3046153154
193	0.304549626
194	0.3044691312
195	0.3043829141
196	0.3043052283
197	0.3041999881
198	0.3041404208
199	0.3040667634
200	0.3039730668
201	0.3038845005
202	0.3038152089
203	0.3037441429
204	0.3036269298
205	0.3035623052
206	0.3034860637
207	0.3034192912
208	0.3033489585
209	0.3032572111
210	0.3032013473
211	0.3031185176
212	0.3030540138
213	0.3029804861
214	0.3029002442
215	0.3028328384
216	0.3027710983
217	0.3026731128
218	0.3026042906
219	0.3025046376
220	0.30242823
221	0.3023373718
222	0.3022783545
223	0.3021920487
224	0.3020870262
225	0.3020227896
226	0.3019667875
227	0.3018937241
228	0.3018333597
229	0.3017494698
230	0.3016779907
231	0.3016132143
232	0.3015461485
233	0.3014997869
234	0.3014206136
235	0.3013469836
236	0.3012729615
237	0.3011994973
238	0.3011187567
239	0.3010440512
240	0.3009639814
241	0.3008973091
242	0.300812032
243	0.3007637444
244	0.300700654
245	0.3006269475
246	0.3005588405
247	0.300514374
248	0.3004427669
249	0.3003709638
250	0.3003209657
251	0.300246627
252	0.3001759697
253	0.3001164967
254	0.3000485246
255	0.2999766635
256	0.2998999941
257	0.2998342164
258	0.2997679997
259	0.2996984945
260	0.299614341
261	0.299545148
262	0.2994946862
263	0.2994069955
264	0.2993665229
265	0.2992732632
266	0.2992116631
267	0.299135684
268	0.2990553642
269	0.2989893616
270	0.2989330463
271	0.2988537374
272	0.2987940263
273	0.2987418002
274	0.2986817783
275	0.2985908255
276	0.2985386941
277	0.2984553405
278	0.2983831252
279	0.2983257098
280	0.2982633099
281	0.2981912584
282	0.2981496768
283	0.2980681512
284	0.2980135024
285	0.2979228908
286	0.2978681607
287	0.2977848199
288	0.2977319211
289	0.2976652804
290	0.2976110483
291	0.2975358461
292	0.2974788269
293	0.2974149994
294	0.2973456788
295	0.2972978438
296	0.2972221593
297	0.2971344384
298	0.2970742646
299	0.297014088
300	0.2969511885
301	0.2968817
302	0.2967942678
303	0.2967444393
304	0.296655872
305	0.2966120003
306	0.2965470339
307	0.2964807927
308	0.2964155472
309	0.2963619336
310	0.296293133
311	0.2962384605
312	0.296192105
313	0.2961448218
314	0.2960813022
315	0.2960223595
316	0.2959449428
317	0.2958857186
318	0.2958250486
319	0.2957865236
320	0.2957080275
321	0.2956728754
322	0.2955970181
323	0.2955151234
324	0.2954483829
325	0.2953923862
326	0.2953050581
327	0.2952296607
328	0.2951473198
329	0.2950964173
330	0.2950496212
331	0.2949716678
332	0.2948858992
333	0.294811403
334	0.2947275602
335	0.2946709715
336	0.2946058071
337	0.2945363025
338	0.2944722772
339	0.2944214368
340	0.2943485005
341	0.2942915335
342	0.2942399991
343	0.2941677439
344	0.2940851611
345	0.2940416336
346	0.2939829604
347	0.2939244974
348	0.2938525164
349	0.293791163
350	0.2937547048
351	0.2936847997
352	0.2936064163
353	0.2935303395
354	0.2934678462
355	0.2933949902
356	0.2933500208
357	0.2932724027
358	0.2932068495
359	0.2931321451
360	0.2930729162
361	0.2930055324
362	0.2929549661
363	0.2928906282
364	0.2928470043
365	0.2927915568
366	0.2927261598
367	0.2926635281
368	0.2925991276
369	0.2925372368
370	0.2924700499
371	0.292404829
372	0.2923483989
373	0.2922865515
374	0.2922110457
375	0.2921637887
376	0.2921039222
377	0.2920479972
378	0.2919931262
379	0.2919228028
380	0.2918793763
381	0.2918217914
382	0.2917551809
383	0.2916951864
384	0.2916342702
385	0.2915835397
386	0.2915082099
387	0.2914342111
388	0.2913661705
389	0.2912977228
390	0.2912188645
391	0.2911612126
392	0.2911031936
393	0.2910400781
394	0.2909919862
395	0.2909310076
396	0.2908675959
397	0.290809684
398	0.290742369
399	0.2906757396
400	0.2906384655
401	0.290579398
402	0.2905157174
403	0.2904335606
404	0.2903691858
405	0.2903008879
406	0.2902402443
407	0.2901874672
408	0.2900869805
409	0.290027512
410	0.2899583188
411	0.2899386087
412	0.2898841159
413	0.2897967988
414	0.2897442854
415	0.2896884066
416	0.2896169891
417	0.2895501517
418	0.2894809324
419	0.2894241972
420	0.2893768351
421	0.2893145371
422	0.2892489313
423	0.2891780885
424	0.2891341033
425	0.289054039
426	0.2890071161
427	0.2889635366
428	0.2889167346
429	0.2888577599
430	0.2887948313
431	0.2887324602
432	0.2886789516
433	0.2886033523
434	0.2885361085
435	0.2884807207
436	0.2884175261
437	0.2883777474
438	0.2883214556
439	0.28824629
440	0.2881940203
441	0.288156089
442	0.2880890578
443	0.2880292823
444	0.2879829436
445	0.2879059173
446	0.2878484558
447	0.2877968466
448	0.2877407054
449	0.2876950415
450	0.2876306122
451	0.2875686027
452	0.2875157547
453	0.2874692511
454	0.2873800245
455	0.2873533353
456	0.2872973685
457	0.2872243785
458	0.2871516415
459	0.2870828581
460	0.2870221552
461	0.2869693599
462	0.2869216009
463	0.2868726955
464	0.2868122866
465	0.2867480339
466	0.2866941247
467	0.2866450474
468	0.2866173367
469	0.2865784565
470	0.2865278508
471	0.2864890055
472	0.286435981
473	0.2863868502
474	0.2863456355
475	0.2862993957
476	0.2862404193
477	0.2861756131
478	0.2861504559
479	0.2861047964
480	0.286055352
481	0.2859902051
482	0.2859196326
483	0.2858559993
484	0.2857883482
485	0.2857478742
486	0.2856944177
487	0.2856384645
488	0.2855688768
489	0.2855050522
490	0.2854477625
491	0.2853976961
492	0.2853417186
493	0.2852910423
494	0.2852251671
495	0.2851444003
496	0.2850907966
497	0.2850197668
498	0.2849713429
499	0.2849116108
500	0.2848656244
501	0.2848250133
502	0.2847747988
503	0.2847240545
504	0.2846706408
505	0.2846159319
506	0.2845538875
507	0.284478885
508	0.2844138618
509	0.2843689559
510	0.2843145101
511	0.2842692877
512	0.2842233598
513	0.2841929104
514	0.2841350218
515	0.2840939634
516	0.2840434751
517	0.2839900707
518	0.283947653
519	0.2838908842
520	0.2838391401
521	0.2837714091
522	0.2837162346
523	0.2836560927
524	0.2835899343
525	0.2835390838
526	0.2834888847
527	0.2834352424
528	0.283378065
529	0.2833384675
530	0.2833005577
531	0.2832482253
532	0.2831906772
533	0.283148369
534	0.2830977805
535	0.2830306181
536	0.2829692485
537	0.2828953801
538	0.2828355764
539	0.2828042948
540	0.2827357923
541	0.2826682288
542	0.2826169824
543	0.2825432973
544	0.2825091255
545	0.2824469814
546	0.28241355
547	0.282346677
548	0.2822900536
549	0.2822326628
550	0.2822053353
551	0.2821560265
552	0.2821073696
553	0.2820629967
554	0.2820031907
555	0.281964001
556	0.2819071964
557	0.2818621436
558	0.2818157792
559	0.2817474876
560	0.281688065
561	0.2816189078
562	0.2815634348
563	0.2815132109
564	0.2814726712
565	0.2814088941
566	0.2813437659
567	0.2812869675
568	0.2812246032
569	0.2811803082
570	0.2811421303
571	0.2810907323
572	0.2810524139
573	0.2810012013
574	0.2809568121
575	0.2809133255
576	0.2808610746
577	0.2807954934
578	0.280754173
579	0.2807120648
580	0.2806540479
581	0.2806079992
582	0.2805315598
583	0.2804928803
584	0.2804498679
585	0.2804130076
586	0.2803557125
587	0.2803139785
588	0.2802666378
589	0.2802170299
590	0.2801683966
591	0.2801158546
592	0.2800681016
593	0.2800227379
594	0.2799783154
595	0.279910584
596	0.2798512134
597	0.2798227915
598	0.2797789108
599	0.2797400515
600	0.2796782507
601	0.2796503756
602	0.2796113107
603	0.2795638208
604	0.2795178
605	0.2794603568
606	0.2794028534
607	0.2793564347
608	0.279303144
609	0.2792723642
610	0.2792303979
611	0.2791761709
612	0.2791470109
613	0.2790585071
614	0.2789976251
615	0.2789738906
616	0.2789298225
617	0.2788599412
618	0.278799292
619	0.278724152
620	0.2786684592
621	0.2786206566
622	0.2785690353
623	0.2785153878
624	0.2784526526
625	0.2783902289
626	0.2783358181
627	0.2782823285
628	0.2782501784
629	0.278201071
630	0.2781521288
631	0.2780932211
632	0.278036375
633	0.2779901295
634	0.2779386848
635	0.2778845416
636	0.2778419701
637	0.2777990818
638	0.277749583
639	0.2776931873
640	0.2776503281
641	0.2775857036
642	0.2775575738
643	0.2774992952
644	0.2774607625
645	0.277415765
646	0.277357886
647	0.2772985621
648	0.2772249828
649	0.2771828766
650	0.2771449653
651	0.2771022269
652	0.2770484143
653	0.2769952661
654	0.2769415975
655	0.2769024141
656	0.27684311
657	0.2767791217
658	0.2767182296
659	0.2766631156
660	0.2766221897
661	0.2765785786
662	0.2765304419
663	0.2764564529
664	0.2764131372
665	0.2763539667
666	0.2763086231
667	0.2762531291
668	0.2761963313
669	0.2761363769
670	0.2760868062
671	0.2760145973
672	0.2759711432
673	0.2759245385
674	0.2758755018
675	0.275820678
676	0.2757957857
677	0.275740914
678	0.2756861145
679	0.2756423171
680	0.2756069758
681	0.2755536288
682	0.2755083443
683	0.2754527324
684	0.2753811712
685	0.2753298244
686	0.2752715738
687	0.2752166462
688	0.2751734313
689	0.2751105784
690	0.2750679455
691	0.2750137957
692	0.2749510742
693	0.2748971664
694	0.2748515587
695	0.2748218685
696	0.2747810792
697	0.2747305336
698	0.2746911668
699	0.2746631724
700	0.2745991388
701	0.2745517516
702	0.2745017291
703	0.2744523849
704	0.2743917358
705	0.2743454959
706	0.274298234
707	0.2742528902
708	0.2742111167
709	0.2741628309
710	0.274123402
711	0.2740676416
712	0.2740343484
713	0.2739849568
714	0.2739404933
715	0.273898253
716	0.2738477019
717	0.2738113842
718	0.2737642093
719	0.2737043054
720	0.27366076
721	0.2736294881
722	0.273568142
723	0.2735246526
724	0.2734633322
725	0.2733968141
726	0.2733491059
727	0.2733120258
728	0.2732557381
729	0.2732070346
730	0.2731682082
731	0.2731300714
732	0.2730670211
733	0.2730142084
734	0.272965362
735	0.2729043095
736	0.2728520602
737	0.2728118685
738	0.2727725357
739	0.2727237339
740	0.2726499475
741	0.272600372
742	0.2725617211
743	0.272516801
744	0.2724625251
745	0.2724074115
746	0.2723568034
747	0.2723112244
748	0.2722712175
749	0.2722237989
750	0.2721789988
751	0.2721336378
752	0.2720854011
753	0.272032508
754	0.2719765902
755	0.27193777
756	0.2718996472
757	0.2718375307
758	0.2717830102
759	0.2717394797
760	0.2717053092
761	0.2716601628
762	0.271606714
763	0.2715681183
764	0.2715229295
765	0.2714707587
766	0.271449447
767	0.2713910655
768	0.2713441327
769	0.2713003737
770	0.2712658295
771	0.2712335671
772	0.2711832965
773	0.2711500861
774	0.2711033353
775	0.271046623
776	0.271003855
777	0.2709550521
778	0.2709165576
779	0.2708591346
780	0.2708238822
781	0.2707801544
782	0.2707211975
783	0.2706561538
784	0.2706084714
785	0.2705611092
786	0.2705261173
787	0.2704766508
788	0.2704318703
789	0.2703870977
790	0.2703434632
791	0.2703139783
792	0.2702763936
793	0.2702390723
794	0.2701796293
795	0.270133426
796	0.2700851306
797	0.2700471538
798	0.2699899807
799	0.2699429061
800	0.2699054377
801	0.269840794
802	0.2698018989
803	0.2697403118
804	0.2696973741
805	0.2696383189
806	0.2695862995
807	0.2695473961
808	0.269505401
809	0.2694576416
810	0.2694070867
811	0.2693778277
812	0.2693335232
813	0.2692713388
814	0.2692382614
815	0.2691978418
816	0.2691456078
817	0.2690983798
818	0.2690322251
819	0.2689920261
820	0.2689370247
821	0.2688715662
822	0.2688272531
823	0.2687681399
824	0.2687300386
825	0.2686911472
826	0.2686527239
827	0.2686004549
828	0.268558353
829	0.2685193168
830	0.2684643705
831	0.2684154892
832	0.2683625631
833	0.2683144956
834	0.2682660615
835	0.2682052292
836	0.2681563183
837	0.2681111352
838	0.2680480387
839	0.2680001391
840	0.2679465038
841	0.2678881413
842	0.267857093
843	0.2678074315
844	0.2677767148
845	0.2677367271
846	0.2677085827
847	0.2676734905
848	0.2676213879
849	0.267584544
850	0.2675433274
851	0.2675013414
852	0.2674554252
853	0.2674317979
854	0.2673839585
855	0.2673359442
856	0.2672800049
857	0.2672354381
858	0.2671876408
859	0.2671396147
860	0.2671076319
861	0.2670632046
862	0.2670239575
863	0.2669759926
864	0.2669356472
865	0.2668904265
866	0.2668549296
867	0.2668165123
868	0.2667866954
869	0.266743244
870	0.2667067524
871	0.2666525988
872	0.2666192464
873	0.2665670638
874	0.2665126407
875	0.2664822369
876	0.2664255065
877	0.2663927346
878	0.2663659793
879	0.2663146344
880	0.2662714903
881	0.2662330372
882	0.2661693204
883	0.2661251798
884	0.2660691721
885	0.2660126014
886	0.2659687944
887	0.2659280952
888	0.2658923292
889	0.2658529971
890	0.2658234211
891	0.2657665163
892	0.2657177806
893	0.265682358
894	0.2656385994
895	0.2655895124
896	0.2655459152
897	0.2654903727
898	0.2654452405
899	0.2653967879
900	0.2653562475
901	0.2653247669
902	0.265305016
903	0.2652626221
904	0.2652188675
905	0.2651795591
906	0.2651286188
907	0.265088748
908	0.2650350123
909	0.2649874256
910	0.2649463814
911	0.2648996474
912	0.2648387175
913	0.2647894923
914	0.2647405661
915	0.2647012127
916	0.2646496424
917	0.2646097175
918	0.2645673741
919	0.2645229243
920	0.264482887
921	0.264437237
922	0.2643870361
923	0.2643393544
924	0.2642963612
925	0.264242325
926	0.2642052956
927	0.2641581658
928	0.2641141633
929	0.2640595072
930	0.2640316854
931	0.2639756587
932	0.2639336685
933	0.2638904264
934	0.2638634184
935	0.2638357193
936	0.2637888678
937	0.2637473729
938	0.2637205764
939	0.2636675374
940	0.2636307459
941	0.2635760552
942	0.2635273337
943	0.2634902298
944	0.2634429426
945	0.2634073506
946	0.263366055
947	0.2633065987
948	0.2632639212
949	0.2632218748
950	0.2631795538
951	0.2631491686
952	0.2630952299
953	0.2630333337
954	0.2629851005
955	0.2629469649
956	0.262892662
957	0.2628524227
958	0.2627992108
959	0.2627581569
960	0.2627101359
961	0.2626631732
962	0.2626368414
963	0.262589236
964	0.2625375753
965	0.2624943339
966	0.2624678968
967	0.2624352026
968	0.2623972701
969	0.2623457233
970	0.2623182748
971	0.2622698599
972	0.2622478313
973	0.2622239006
974	0.2621772829
975	0.2621354378
976	0.2620861261
977	0.2620322281
978	0.2619977372
979	0.2619436959
980	0.2618963009
981	0.2618509842
982	0.2617992121
983	0.2617501245
984	0.2617074657
985	0.2616601624
986	0.2616266849
987	0.2615838716
988	0.261528785
989	0.2614795451
990	0.2614397372
991	0.2614108004
992	0.2613661042
993	0.2613078684
994	0.2612827815
995	0.261249858
996	0.261204991
997	0.2611505073
998	0.2610956848
999	0.2610581496
1000	0.2610032173
1001	0.2609575225
1002	0.2609126525
1003	0.2608694492
1004	0.2608334248
1005	0.2607936288
1006	0.2607591238
1007	0.2607157683
1008	0.2606649997
1009	0.2606257456
1010	0.2605522757
1011	0.2605113515
1012	0.2604511994
1013	0.2603987243
1014	0.2603561993
1015	0.2603175601
1016	0.2602738914
1017	0.2602275622
1018	0.2601815049
1019	0.2601358243
1020	0.2600966466
1021	0.2600401925
1022	0.2599972325
1023	0.2599675165
1024	0.2599222095
1025	0.259882638
1026	0.259842039
1027	0.2598020977
1028	0.2597601807
1029	0.2597253581
1030	0.2596887054
1031	0.259644244
1032	0.2596015039
1033	0.2595637306
1034	0.2595110319
1035	0.2594565239
1036	0.2594186394
1037	0.2593742335
1038	0.2593211357
1039	0.2592979715
1040	0.2592501939
1041	0.2592272948
1042	0.2591768481
1043	0.2591395718
1044	0.2591160302
1045	0.2590787955
1046	0.2590310812
1047	0.2590058236
1048	0.2589731064
1049	0.258938172
1050	0.2588945963
1051	0.2588698022
1052	0.258831783
1053	0.2587955043
1054	0.2587617518
1055	0.2587278375
1056	0.2587005207
1057	0.2586599348
1058	0.2586117545
1059	0.2585753385
1060	0.258556538
1061	0.2585174504
1062	0.2584745529
1063	0.2584367995
1064	0.2583976825
1065	0.25834248
1066	0.2582916037
1067	0.2582412287
1068	0.258199646
1069	0.2581651953
1070	0.258132109
1071	0.2580902519
1072	0.2580636259
1073	0.2580021801
1074	0.2579492193
1075	0.2579193688
1076	0.2578768783
1077	0.2578290519
1078	0.2577788492
1079	0.2577507464
1080	0.2576990563
1081	0.2576610784
1082	0.2576350418
1083	0.257594122
1084	0.2575560547
1085	0.2575084036
1086	0.2574701296
1087	0.2574258307
1088	0.2573757202
1089	0.2573292395
1090	0.2572874969
1091	0.2572408212
1092	0.2571853821
1093	0.25713802
1094	0.2570884946
1095	0.2570602694
1096	0.2570154508
1097	0.2569655827
1098	0.2569183676
1099	0.2568814695
1100	0.2568437771
1101	0.2568225498
1102	0.2567654962
1103	0.25672333
1104	0.2567027853
1105	0.2566634959
1106	0.2566405636
1107	0.2566130823
1108	0.2565629222
1109	0.2565194548
1110	0.2564748765
1111	0.2564347387
1112	0.256405513
1113	0.2563613767
1114	0.2563167207
1115	0.2562679795
1116	0.2562212472
1117	0.2561837875
1118	0.2561375811
1119	0.2561079938
1120	0.2560790824
1121	0.2560303757
1122	0.2559966081
1123	0.2559806957
1124	0.2559531551
1125	0.2559172628
1126	0.255882071
1127	0.2558436475
1128	0.2558046529
1129	0.2557586169
1130	0.2557137332
1131	0.2556761602
1132	0.2556421167
1133	0.255603064
1134	0.2555599547
1135	0.2555241244
1136	0.2554915181
1137	0.255441788
1138	0.2554194244
1139	0.2553751316
1140	0.2553355168
1141	0.2552977436
1142	0.255254452
1143	0.255221302
1144	0.2551821119
1145	0.2551395196
1146	0.2551186679
1147	0.2550701133
1148	0.2550408822
1149	0.2549775772
1150	0.2549384439
1151	0.2548856852
1152	0.2548601369
1153	0.2548257413
1154	0.2548087592
1155	0.2547539619
1156	0.2547115258
1157	0.2546658688
1158	0.2546453949
1159	0.2546088961
1160	0.2545822226
1161	0.2545472145
1162	0.2545085203
1163	0.2544754861
1164	0.2544344215
1165	0.2543973845
1166	0.254341432
1167	0.2542882104
1168	0.2542554774
1169	0.254215272
1170	0.2541664236
1171	0.2541164326
1172	0.2540639544
1173	0.2540280337
1174	0.2540000948
1175	0.2539474105
1176	0.2539125876
1177	0.2538659104
1178	0.2538268562
1179	0.2537635826
1180	0.2537247001
1181	0.2536781368
1182	0.2536417974
1183	0.2535973577
1184	0.2535688056
1185	0.2535200525
1186	0.2534846852
1187	0.2534397608
1188	0.2534148293
1189	0.2533739049
1190	0.2533388282
1191	0.2532972195
1192	0.2532587209
1193	0.2532162221
1194	0.2531831967
1195	0.253149881
1196	0.2531137851
1197	0.2530951559
1198	0.2530609606
1199	0.2530198281
1200	0.2529922471
1201	0.2529538352
1202	0.2528961231
1203	0.2528719751
1204	0.2528336264
1205	0.2527785703
1206	0.2527395366
1207	0.2526947522
1208	0.2526453328
1209	0.2526038084
1210	0.2525586021
1211	0.2525107232
1212	0.252456216
1213	0.2524205372
1214	0.2523791288
1215	0.252344183
1216	0.2523071781
1217	0.2522807544
1218	0.2522527537
1219	0.2522112357
1220	0.2521825113
1221	0.2521473411
1222	0.2520965774
1223	0.2520624981
1224	0.2520238446
1225	0.2519892579
1226	0.2519587216
1227	0.2519237298
1228	0.2518892783
1229	0.2518438632
1230	0.2518229634
1231	0.2517869487
1232	0.2517554492
1233	0.2517143289
1234	0.2516695512
1235	0.2516323095
1236	0.2515961059
1237	0.2515711656
1238	0.251531831
1239	0.2514848145
1240	0.251457059
1241	0.2514173792
1242	0.2513600742
1243	0.2513415922
1244	0.2513008724
1245	0.2512559537
1246	0.2512134459
1247	0.2511803067
1248	0.251141551
1249	0.2511067341
1250	0.2510594866
1251	0.2510245921
1252	0.2509863515
1253	0.2509483069
1254	0.2509124449
1255	0.2508678509
1256	0.2508438454
1257	0.2508099125
1258	0.2507725699
1259	0.2507359189
1260	0.2506905523
1261	0.250649201
1262	0.2506101497
1263	0.2505702046
1264	0.2505144573
1265	0.2504704878
1266	0.2504257244
1267	0.2503791484
1268	0.2503411783
1269	0.2503026847
1270	0.2502744692
1271	0.2502347532
1272	0.2501994111
1273	0.2501678119
1274	0.2501416212
1275	0.2500980375
1276	0.2500590264
1277	0.2500143214
1278	0.2499693675
1279	0.2499340366
1280	0.2499066284
1281	0.2498740794
1282	0.2498421669
1283	0.2498036551
1284	0.2497619356
1285	0.2497220602
1286	0.2496808387
1287	0.2496378855
1288	0.249601037
1289	0.2495776547
1290	0.2495426854
1291	0.249516092
1292	0.2494779563
1293	0.2494478074
1294	0.2494256803
1295	0.2493983145
1296	0.249350085
1297	0.2493144018
1298	0.249274932
1299	0.2492400191
1300	0.24920607
1301	0.2491559657
1302	0.2491062367
1303	0.2490588119
1304	0.2490116172
1305	0.248983535
1306	0.2489436618
1307	0.2489168687
1308	0.2488963129
1309	0.2488574291
1310	0.2488218837
1311	0.2487757194
1312	0.2487366088
1313	0.2486996851
1314	0.2486682514
1315	0.2486351957
1316	0.2485868786
1317	0.2485484022
1318	0.2485106926
1319	0.2484714854
1320	0.2484340624
1321	0.2484088352
1322	0.2483965294
1323	0.2483715928
1324	0.2483349747
1325	0.2482943065
1326	0.2482614173
1327	0.2482240819
1328	0.2481844219
1329	0.2481510782
1330	0.2481142213
1331	0.2480697932
1332	0.2480330231
1333	0.2480004072
1334	0.2479710835
1335	0.2479245164
1336	0.2478903254
1337	0.2478470009
1338	0.2478113063
1339	0.2477726369
1340	0.2477475811
1341	0.247704555
1342	0.2476561953
1343	0.2476302713
1344	0.2476031865
1345	0.2475651803
1346	0.2475308611
1347	0.247496601
1348	0.247461187
1349	0.2474125393
1350	0.2473759204
1351	0.2473384258
1352	0.2473224098
1353	0.2472923272
1354	0.2472658478
1355	0.247218604
1356	0.2471727581
1357	0.2471259648
1358	0.2470893733
1359	0.2470503772
1360	0.2470183356
1361	0.2469912285
1362	0.2469576272
1363	0.2469180146
1364	0.2468988641
1365	0.2468538289
1366	0.2468141956
1367	0.2467677275
1368	0.2467361717
1369	0.246713742
1370	0.2466823483
1371	0.2466546057
1372	0.2466108983
1373	0.2465766349
1374	0.246525968
1375	0.2464999151
1376	0.2464562689
1377	0.2464171248
1378	0.2463829036
1379	0.2463448352
1380	0.2463151082
1381	0.2462801031
1382	0.2462599917
1383	0.2462300658
1384	0.2462081364
1385	0.2461643864
1386	0.2461338052
1387	0.2461018751
1388	0.2460789123
1389	0.2460615211
1390	0.2460198154
1391	0.2459766232
1392	0.2459491193
1393	0.2459118831
1394	0.2458706852
1395	0.2458318335
1396	0.2458068039
1397	0.2457830873
1398	0.2457603531
1399	0.2457275441
1400	0.2456771762
1401	0.2456422146
1402	0.2456006332
1403	0.2455524052
1404	0.2455228424
1405	0.2454798047
1406	0.2454478973
1407	0.2454013442
1408	0.2453679824
1409	0.2453256946
1410	0.2453032253
1411	0.2452649089
1412	0.2452263977
1413	0.2452014724
1414	0.2451721261
1415	0.2451428728
1416	0.2451023432
1417	0.2450682687
1418	0.2450468978
1419	0.2450128195
1420	0.2449800673
1421	0.2449474653
1422	0.2448969161
1423	0.2448681229
1424	0.24484344
1425	0.2448228598
1426	0.2447828309
1427	0.244735229
1428	0.2447012775
1429	0.2446750169
1430	0.2446454198
1431	0.2446088667
1432	0.2445508798
1433	0.2445223289
1434	0.2444765156
1435	0.2444446184
1436	0.2444008592
1437	0.2443706039
1438	0.2443159535
1439	0.244281124
1440	0.2442272529
1441	0.2441999316
1442	0.2441712115
1443	0.2441367943
1444	0.2441013872
1445	0.2440694834
1446	0.2440349749
1447	0.2439978367
1448	0.2439679632
1449	0.2439432832
1450	0.2439087069
1451	0.243876125
1452	0.2438401642
1453	0.2438055137
1454	0.2437706816
1455	0.2437255401
1456	0.2436895983
1457	0.2436616231
1458	0.2436319294
1459	0.2435904049
1460	0.2435376042
1461	0.2434910173
1462	0.2434517909
1463	0.2434098569
1464	0.2433833089
1465	0.2433514852
1466	0.2433025373
1467	0.2432615794
1468	0.2432181006
1469	0.2431661643
1470	0.2431218438
1471	0.2430919235
1472	0.2430590264
1473	0.2430310991
1474	0.2429846075
1475	0.2429505921
1476	0.242918485
1477	0.2428849141
1478	0.242837828
1479	0.2428038226
1480	0.242777383
1481	0.2427428667
1482	0.2427135862
1483	0.2426745655
1484	0.2426486961
1485	0.2426134606
1486	0.2425724494
1487	0.2425432775
1488	0.2425145109
1489	0.242465402
1490	0.2424354753
1491	0.2423833928
1492	0.2423437572
1493	0.2423043763
1494	0.2422598832
1495	0.2422230118
1496	0.2422054923
1497	0.242170183
1498	0.2421337814
1499	0.2420920356
1500	0.2420572685
1501	0.2420335841
1502	0.2419972003
1503	0.2419700212
1504	0.2419399955
1505	0.24189844
1506	0.2418591978
1507	0.2418237612
1508	0.2417809503
1509	0.2417387837
1510	0.241713358
1511	0.2416745324
1512	0.2416429029
